,Unnamed: 0,case_number,prompt,class,evaluation_seed
5,5,5,Image of garbage truck,garbage truck,40856
6,6,6,Image of english springer,english springer,73404
7,7,7,Image of golf ball,golf ball,98734
8,8,8,Image of parachute,parachute,55723
9,9,9,Image of french horn,french horn,2920
0,0,0,Image of cassette player,cassette player,10515
1,1,1,Image of chain saw,chain saw,14570
2,2,2,Image of church,church,43424
3,3,3,Image of gas pump,gas pump,80529
4,4,4,Image of tench,tench,4245
5,5,5,Image of garbage truck,garbage truck,89378
6,6,6,Image of english springer,english springer,58155
7,7,7,Image of golf ball,golf ball,43029
8,8,8,Image of parachute,parachute,27868
9,9,9,Image of french horn,french horn,28232
0,0,0,Image of cassette player,cassette player,58032
1,1,1,Image of chain saw,chain saw,53190
2,2,2,Image of church,church,70864
3,3,3,Image of gas pump,gas pump,70566
4,4,4,Image of tench,tench,99315
5,5,5,Image of garbage truck,garbage truck,70872
6,6,6,Image of english springer,english springer,26406
7,7,7,Image of golf ball,golf ball,7164
8,8,8,Image of parachute,parachute,14350
9,9,9,Image of french horn,french horn,5064
0,0,0,Image of cassette player,cassette player,57081
1,1,1,Image of chain saw,chain saw,46331
2,2,2,Image of church,church,28029
3,3,3,Image of gas pump,gas pump,68946
4,4,4,Image of tench,tench,6787
5,5,5,Image of garbage truck,garbage truck,50706
6,6,6,Image of english springer,english springer,54969
7,7,7,Image of golf ball,golf ball,7490
8,8,8,Image of parachute,parachute,53366
9,9,9,Image of french horn,french horn,60099
0,0,0,Image of cassette player,cassette player,94225
1,1,1,Image of chain saw,chain saw,3129
2,2,2,Image of church,church,63036
3,3,3,Image of gas pump,gas pump,55960
4,4,4,Image of tench,tench,56762
5,5,5,Image of garbage truck,garbage truck,39931
6,6,6,Image of english springer,english springer,84633
7,7,7,Image of golf ball,golf ball,80706
8,8,8,Image of parachute,parachute,3942
9,9,9,Image of french horn,french horn,3437
0,0,0,Image of cassette player,cassette player,35144
1,1,1,Image of chain saw,chain saw,30739
2,2,2,Image of church,church,82590
3,3,3,Image of gas pump,gas pump,20518
4,4,4,Image of tench,tench,44203
5,5,5,Image of garbage truck,garbage truck,40973
6,6,6,Image of english springer,english springer,82191
7,7,7,Image of golf ball,golf ball,8140
8,8,8,Image of parachute,parachute,29703
9,9,9,Image of french horn,french horn,57430
0,0,0,Image of cassette player,cassette player,89386
1,1,1,Image of chain saw,chain saw,43747
2,2,2,Image of church,church,22193
3,3,3,Image of gas pump,gas pump,91033
4,4,4,Image of tench,tench,7095
5,5,5,Image of garbage truck,garbage truck,23067
6,6,6,Image of english springer,english springer,71717
7,7,7,Image of golf ball,golf ball,54632
8,8,8,Image of parachute,parachute,42160
9,9,9,Image of french horn,french horn,85001
0,0,0,Image of cassette player,cassette player,57874
1,1,1,Image of chain saw,chain saw,43535
2,2,2,Image of church,church,54663
3,3,3,Image of gas pump,gas pump,22849
4,4,4,Image of tench,tench,83403
5,5,5,Image of garbage truck,garbage truck,82340
6,6,6,Image of english springer,english springer,91293
7,7,7,Image of golf ball,golf ball,98187
8,8,8,Image of parachute,parachute,86314
9,9,9,Image of french horn,french horn,1488
0,0,0,Image of cassette player,cassette player,55153
1,1,1,Image of chain saw,chain saw,92674
2,2,2,Image of church,church,91468
3,3,3,Image of gas pump,gas pump,43367
4,4,4,Image of tench,tench,99669
5,5,5,Image of garbage truck,garbage truck,77047
6,6,6,Image of english springer,english springer,83533
7,7,7,Image of golf ball,golf ball,78034
8,8,8,Image of parachute,parachute,60342
9,9,9,Image of french horn,french horn,40001
0,0,0,Image of cassette player,cassette player,76207
1,1,1,Image of chain saw,chain saw,89949
2,2,2,Image of church,church,1196
3,3,3,Image of gas pump,gas pump,82179
4,4,4,Image of tench,tench,34324
5,5,5,Image of garbage truck,garbage truck,5633
6,6,6,Image of english springer,english springer,83420
7,7,7,Image of golf ball,golf ball,25541
8,8,8,Image of parachute,parachute,34131
9,9,9,Image of french horn,french horn,27942
0,0,0,Image of cassette player,cassette player,43224
1,1,1,Image of chain saw,chain saw,43149
2,2,2,Image of church,church,80023
3,3,3,Image of gas pump,gas pump,54361
4,4,4,Image of tench,tench,85293
5,5,5,Image of garbage truck,garbage truck,86261
6,6,6,Image of english springer,english springer,77406
7,7,7,Image of golf ball,golf ball,69442
8,8,8,Image of parachute,parachute,93619
9,9,9,Image of french horn,french horn,6314
0,0,0,Image of cassette player,cassette player,41902
1,1,1,Image of chain saw,chain saw,42392
2,2,2,Image of church,church,43207
3,3,3,Image of gas pump,gas pump,10457
4,4,4,Image of tench,tench,39656
5,5,5,Image of garbage truck,garbage truck,98956
6,6,6,Image of english springer,english springer,71312
7,7,7,Image of golf ball,golf ball,74733
8,8,8,Image of parachute,parachute,20272
9,9,9,Image of french horn,french horn,1631
0,0,0,Image of cassette player,cassette player,41172
1,1,1,Image of chain saw,chain saw,79992
2,2,2,Image of church,church,23685
3,3,3,Image of gas pump,gas pump,40573
4,4,4,Image of tench,tench,4696
5,5,5,Image of garbage truck,garbage truck,66241
6,6,6,Image of english springer,english springer,30453
7,7,7,Image of golf ball,golf ball,34460
8,8,8,Image of parachute,parachute,10162
9,9,9,Image of french horn,french horn,48154
0,0,0,Image of cassette player,cassette player,53941
1,1,1,Image of chain saw,chain saw,13440
2,2,2,Image of church,church,22973
3,3,3,Image of gas pump,gas pump,22852
4,4,4,Image of tench,tench,5226
5,5,5,Image of garbage truck,garbage truck,86740
6,6,6,Image of english springer,english springer,35595
7,7,7,Image of golf ball,golf ball,4276
8,8,8,Image of parachute,parachute,94
9,9,9,Image of french horn,french horn,49507
0,0,0,Image of cassette player,cassette player,12979
1,1,1,Image of chain saw,chain saw,12479
2,2,2,Image of church,church,48975
3,3,3,Image of gas pump,gas pump,15994
4,4,4,Image of tench,tench,50212
5,5,5,Image of garbage truck,garbage truck,35297
6,6,6,Image of english springer,english springer,79962
7,7,7,Image of golf ball,golf ball,987
8,8,8,Image of parachute,parachute,75780
9,9,9,Image of french horn,french horn,35718
0,0,0,Image of cassette player,cassette player,28974
1,1,1,Image of chain saw,chain saw,21328
2,2,2,Image of church,church,18
3,3,3,Image of gas pump,gas pump,58073
4,4,4,Image of tench,tench,42811
5,5,5,Image of garbage truck,garbage truck,18594
6,6,6,Image of english springer,english springer,48915
7,7,7,Image of golf ball,golf ball,4278
8,8,8,Image of parachute,parachute,82216
9,9,9,Image of french horn,french horn,6738
0,0,0,Image of cassette player,cassette player,57036
1,1,1,Image of chain saw,chain saw,92300
2,2,2,Image of church,church,9878
3,3,3,Image of gas pump,gas pump,77137
4,4,4,Image of tench,tench,60559
5,5,5,Image of garbage truck,garbage truck,82166
6,6,6,Image of english springer,english springer,38308
7,7,7,Image of golf ball,golf ball,16490
8,8,8,Image of parachute,parachute,48941
9,9,9,Image of french horn,french horn,42967
0,0,0,Image of cassette player,cassette player,17762
1,1,1,Image of chain saw,chain saw,32886
2,2,2,Image of church,church,86025
3,3,3,Image of gas pump,gas pump,84894
4,4,4,Image of tench,tench,77211
5,5,5,Image of garbage truck,garbage truck,3359
6,6,6,Image of english springer,english springer,63310
7,7,7,Image of golf ball,golf ball,63841
8,8,8,Image of parachute,parachute,31268
9,9,9,Image of french horn,french horn,78517
0,0,0,Image of cassette player,cassette player,75509
1,1,1,Image of chain saw,chain saw,52257
2,2,2,Image of church,church,69603
3,3,3,Image of gas pump,gas pump,37543
4,4,4,Image of tench,tench,20877
5,5,5,Image of garbage truck,garbage truck,14051
6,6,6,Image of english springer,english springer,29036
7,7,7,Image of golf ball,golf ball,12346
8,8,8,Image of parachute,parachute,90863
9,9,9,Image of french horn,french horn,1379
0,0,0,Image of cassette player,cassette player,88676
1,1,1,Image of chain saw,chain saw,81693
2,2,2,Image of church,church,81751
3,3,3,Image of gas pump,gas pump,55226
4,4,4,Image of tench,tench,24138
5,5,5,Image of garbage truck,garbage truck,75539
6,6,6,Image of english springer,english springer,18740
7,7,7,Image of golf ball,golf ball,43114
8,8,8,Image of parachute,parachute,56478
9,9,9,Image of french horn,french horn,84254
0,0,0,Image of cassette player,cassette player,64057
1,1,1,Image of chain saw,chain saw,57987
2,2,2,Image of church,church,38987
3,3,3,Image of gas pump,gas pump,93227
4,4,4,Image of tench,tench,95544
5,5,5,Image of garbage truck,garbage truck,64831
6,6,6,Image of english springer,english springer,46270
7,7,7,Image of golf ball,golf ball,57916
8,8,8,Image of parachute,parachute,27540
9,9,9,Image of french horn,french horn,59920
0,0,0,Image of cassette player,cassette player,87571
1,1,1,Image of chain saw,chain saw,35364
2,2,2,Image of church,church,13442
3,3,3,Image of gas pump,gas pump,37112
4,4,4,Image of tench,tench,68874
5,5,5,Image of garbage truck,garbage truck,61638
6,6,6,Image of english springer,english springer,55536
7,7,7,Image of golf ball,golf ball,89524
8,8,8,Image of parachute,parachute,86919
9,9,9,Image of french horn,french horn,57991
0,0,0,Image of cassette player,cassette player,45611
1,1,1,Image of chain saw,chain saw,11440
2,2,2,Image of church,church,82680
3,3,3,Image of gas pump,gas pump,27731
4,4,4,Image of tench,tench,4917
5,5,5,Image of garbage truck,garbage truck,91702
6,6,6,Image of english springer,english springer,70847
7,7,7,Image of golf ball,golf ball,73161
8,8,8,Image of parachute,parachute,89539
9,9,9,Image of french horn,french horn,50069
0,0,0,Image of cassette player,cassette player,50969
1,1,1,Image of chain saw,chain saw,66243
2,2,2,Image of church,church,41060
3,3,3,Image of gas pump,gas pump,49141
4,4,4,Image of tench,tench,47107
5,5,5,Image of garbage truck,garbage truck,55280
6,6,6,Image of english springer,english springer,20909
7,7,7,Image of golf ball,golf ball,48301
8,8,8,Image of parachute,parachute,60017
9,9,9,Image of french horn,french horn,85393
0,0,0,Image of cassette player,cassette player,34561
1,1,1,Image of chain saw,chain saw,9876
2,2,2,Image of church,church,80447
3,3,3,Image of gas pump,gas pump,91693
4,4,4,Image of tench,tench,82091
5,5,5,Image of garbage truck,garbage truck,85184
6,6,6,Image of english springer,english springer,40066
7,7,7,Image of golf ball,golf ball,18414
8,8,8,Image of parachute,parachute,58312
9,9,9,Image of french horn,french horn,10726
0,0,0,Image of cassette player,cassette player,32675
1,1,1,Image of chain saw,chain saw,39672
2,2,2,Image of church,church,9283
3,3,3,Image of gas pump,gas pump,60482
4,4,4,Image of tench,tench,89491
5,5,5,Image of garbage truck,garbage truck,97731
6,6,6,Image of english springer,english springer,23176
7,7,7,Image of golf ball,golf ball,86189
8,8,8,Image of parachute,parachute,12878
9,9,9,Image of french horn,french horn,89225
0,0,0,Image of cassette player,cassette player,70827
1,1,1,Image of chain saw,chain saw,64851
2,2,2,Image of church,church,41956
3,3,3,Image of gas pump,gas pump,81444
4,4,4,Image of tench,tench,25866
5,5,5,Image of garbage truck,garbage truck,68340
6,6,6,Image of english springer,english springer,99097
7,7,7,Image of golf ball,golf ball,84228
8,8,8,Image of parachute,parachute,59629
9,9,9,Image of french horn,french horn,84030
0,0,0,Image of cassette player,cassette player,54488
1,1,1,Image of chain saw,chain saw,55775
2,2,2,Image of church,church,13945
3,3,3,Image of gas pump,gas pump,61662
4,4,4,Image of tench,tench,7447
5,5,5,Image of garbage truck,garbage truck,27390
6,6,6,Image of english springer,english springer,28624
7,7,7,Image of golf ball,golf ball,17103
8,8,8,Image of parachute,parachute,6028
9,9,9,Image of french horn,french horn,7616
0,0,0,Image of cassette player,cassette player,34136
1,1,1,Image of chain saw,chain saw,2549
2,2,2,Image of church,church,32805
3,3,3,Image of gas pump,gas pump,12174
4,4,4,Image of tench,tench,87287
5,5,5,Image of garbage truck,garbage truck,53735
6,6,6,Image of english springer,english springer,6314
7,7,7,Image of golf ball,golf ball,85354
8,8,8,Image of parachute,parachute,16294
9,9,9,Image of french horn,french horn,28618
0,0,0,Image of cassette player,cassette player,51493
1,1,1,Image of chain saw,chain saw,69969
2,2,2,Image of church,church,52243
3,3,3,Image of gas pump,gas pump,52167
4,4,4,Image of tench,tench,31027
5,5,5,Image of garbage truck,garbage truck,87693
6,6,6,Image of english springer,english springer,35882
7,7,7,Image of golf ball,golf ball,31206
8,8,8,Image of parachute,parachute,30514
9,9,9,Image of french horn,french horn,27369
0,0,0,Image of cassette player,cassette player,67817
1,1,1,Image of chain saw,chain saw,81352
2,2,2,Image of church,church,43272
3,3,3,Image of gas pump,gas pump,52536
4,4,4,Image of tench,tench,98119
5,5,5,Image of garbage truck,garbage truck,59711
6,6,6,Image of english springer,english springer,53226
7,7,7,Image of golf ball,golf ball,25016
8,8,8,Image of parachute,parachute,69122
9,9,9,Image of french horn,french horn,31450
0,0,0,Image of cassette player,cassette player,85274
1,1,1,Image of chain saw,chain saw,90583
2,2,2,Image of church,church,86649
3,3,3,Image of gas pump,gas pump,1703
4,4,4,Image of tench,tench,5257
5,5,5,Image of garbage truck,garbage truck,57110
6,6,6,Image of english springer,english springer,22515
7,7,7,Image of golf ball,golf ball,19013
8,8,8,Image of parachute,parachute,34661
9,9,9,Image of french horn,french horn,60957
0,0,0,Image of cassette player,cassette player,62783
1,1,1,Image of chain saw,chain saw,15958
2,2,2,Image of church,church,47011
3,3,3,Image of gas pump,gas pump,70447
4,4,4,Image of tench,tench,19561
5,5,5,Image of garbage truck,garbage truck,70543
6,6,6,Image of english springer,english springer,31331
7,7,7,Image of golf ball,golf ball,19614
8,8,8,Image of parachute,parachute,68609
9,9,9,Image of french horn,french horn,4108
0,0,0,Image of cassette player,cassette player,11189
1,1,1,Image of chain saw,chain saw,62761
2,2,2,Image of church,church,7425
3,3,3,Image of gas pump,gas pump,1318
4,4,4,Image of tench,tench,57589
5,5,5,Image of garbage truck,garbage truck,50250
6,6,6,Image of english springer,english springer,59121
7,7,7,Image of golf ball,golf ball,3853
8,8,8,Image of parachute,parachute,33026
9,9,9,Image of french horn,french horn,63482
0,0,0,Image of cassette player,cassette player,71233
1,1,1,Image of chain saw,chain saw,79442
2,2,2,Image of church,church,46780
3,3,3,Image of gas pump,gas pump,42385
4,4,4,Image of tench,tench,17401
5,5,5,Image of garbage truck,garbage truck,2565
6,6,6,Image of english springer,english springer,35113
7,7,7,Image of golf ball,golf ball,17091
8,8,8,Image of parachute,parachute,96521
9,9,9,Image of french horn,french horn,99492
0,0,0,Image of cassette player,cassette player,25227
1,1,1,Image of chain saw,chain saw,68233
2,2,2,Image of church,church,18724
3,3,3,Image of gas pump,gas pump,14368
4,4,4,Image of tench,tench,11229
5,5,5,Image of garbage truck,garbage truck,88018
6,6,6,Image of english springer,english springer,42327
7,7,7,Image of golf ball,golf ball,4417
8,8,8,Image of parachute,parachute,23081
9,9,9,Image of french horn,french horn,4390
0,0,0,Image of cassette player,cassette player,23802
1,1,1,Image of chain saw,chain saw,25526
2,2,2,Image of church,church,93967
3,3,3,Image of gas pump,gas pump,55618
4,4,4,Image of tench,tench,96069
5,5,5,Image of garbage truck,garbage truck,51836
6,6,6,Image of english springer,english springer,91485
7,7,7,Image of golf ball,golf ball,88901
8,8,8,Image of parachute,parachute,41143
9,9,9,Image of french horn,french horn,22836
0,0,0,Image of cassette player,cassette player,13017
1,1,1,Image of chain saw,chain saw,49668
